CASE,age,Age_prolific,sex,gender,education,occupation,Nationality,race,hispanic,non_hispanic_white,even_odd,psychant,psychsyn,mahal_dist,longstring,time_per_item,included,not_serious,Language,total_approvals,AAID_01,AAID_05,AAID_07,AAID_09,AAID_12,AAID_14,PANAS_09,PANAS_14,PANAS_10,PANAS_05,PANAS_08,PANAS_06,PANAS_04,PANAS_18,PAQ_08,PAQ_20,PAQ_05,PAQ_17,PAQ_13,PAQ_07,PAQ_10,PAQ_16,PAQ_03,PAQ_15,PSS_01,PSS_02,PSS_03,PSS_08,PSS_11,PSS_12,PSS_14,NEPS_01,NEPS_05,NEPS_07,NEPS_09,NEPS_13,ULS8_01,ULS8_02,ULS8_04,ULS8_05,ULS8_07,ULS8_08,FCV19S_01,FCV19S_02,FCV19S_03,FCV19S_04,FCV19S_05,FCV19S_06,FCV19S_07,DAQ_05,DAQ_07,DAQ_09,DAQ_11,DAQ_15,DAQ_19,DAQ_21,DAQ_23,DAQ_25,DAQ_02,DAQ_06,DAQ_08,DAQ_10,DAQ_12,DAQ_14,DAQ_16,DAQ_24,CESD_01,CESD_02,CESD_03,CESD_05,CESD_06,CESD_07,CESD_09,CESD_10,CESD_11,CESD_13,CESD_14,CESD_15,CESD_17,CESD_18,CESD_19,CESD_20,HEXACO_01,HEXACO_02,HEXACO_06,HEXACO_09,HEXACO_11,HEXACO_12,HEXACO_13,HEXACO_15,HEXACO_17,HEXACO_18,HEXACO_21,HEXACO_22,HEXACO_27,HEXACO_29,OCIR_01,OCIR_02,OCIR_03,OCIR_04,OCIR_05,OCIR_06,OCIR_07,OCIR_08,OCIR_09,OCIR_10,OCIR_11,OCIR_12,OCIR_13,OCIR_14,OCIR_15,OCIR_16,OCIR_17,OCIR_18,PTQ_01,PTQ_02,PTQ_03,PTQ_04,PTQ_05,PTQ_06,PTQ_07,PTQ_08,PTQ_09,PTQ_10,PTQ_11,PTQ_12,PTQ_13,PTQ_14,PTQ_15,RAAS_01,RAAS_05,RAAS_06,RAAS_12,RAAS_14,KSA3_01,KSA3_02,KSA3_03,KSA3_04,KSA3_05,KSA3_06,KSA3_07,KSA3_08,KSA3_09,SAS_01,SAS_02,SAS_03,SAS_04,SAS_05,SAS_07,SAS_08,SAS_09,MFQ_01,MFQ_02,MFQ_03,MFQ_04,MFQ_05,MFQ_06,MFQ_07,MFQ_08,MFQ_09,MFQ_10,MFQ_11,CQ_03,CQ_04,CQ_05,CQ_09,CQ_14,CQ_15,CQ_16,OLBI_07,OLBI_10,OLBI_15,OLBI_16,UWES9_01,UWES9_02,UWES9_03,UWES9_04,UWES9_05,UWES9_06,UWES9_07,UWES9_08,UWES9_09,WGS_01,WGS_02,WGS_03,WGS_04,WGS_05,WGS_06,WGS_07,WGS_08,WGS_09,WGS_10
1213,56,56,Female,Same as sex,4 years of college,General and operations managers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.729855941968666,-0.485400435090581,0.591184300422812,212.618869847898,7,4,TRUE,FALSE,English,3826,7,7,6,5,7,7,3,3,2,4,1,4,3,4,1,2,1,1,1,1,1,1,1,3,2,5,6,5,1,7,6,3,5,7,5,3,5,5,3,5,5,5,5,7,1,7,3,1,3,6,6,5,6,6,7,6,6,6,6,5,5,5,6,6,5,6,3,1,6,6,5,7,5,3,4,4,4,1,4,4,3,6,3,7,3,2,3,7,5,6,5,7,5,5,5,1,5,5,3,5,1,6,5,5,3,2,5,6,5,5,2,5,3,5,6,5,5,3,5,6,6,5,5,5,5,7,5,3,5,5,5,5,5,3,2,1,4,5,5,4,5,2,3,6,6,5,7,7,1,1,1,6,7,5,5,4,7,7,6,5,3,2,5,5,6,6,5,7,5,2,2,4,3,3,3,2,3,5,5,5,6,5,3,3,3,3,5,4,7,4,3,5
1122,55,55,Female,Same as sex,3 years of college,Social and community service managers,United Kingdom,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.923003724240051,-0.558897384589805,0.815344835932553,201.586178005827,12,4.29545454545455,TRUE,FALSE,English,283,6,6,4,6,2,5,5,5,5,5,2,2,2,2,3,3,2,3,3,3,2,2,3,3,2,3,2,2,2,5,2,6,6,6,5,4,2,2,3,2,1,5,1,1,1,1,1,1,1,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,2,3,2,3,3,3,2,2,1,3,2,2,2,6,3,2,4,6,4,6,2,6,7,5,5,2,1,2,1,1,1,4,1,1,2,1,1,4,1,2,1,1,2,2,5,4,2,5,2,5,5,2,3,2,3,5,3,3,2,4,3,4,2,5,6,5,4,5,4,2,5,2,3,6,6,6,6,6,6,2,6,5,3,5,5,5,6,7,5,3,5,6,6,2,2,3,2,5,2,5,3,4,4,4,2,3,3,1,4,4,4,5,4,3,5,4,5,3,5,5,4,5
1123,57,57,Male,Same as sex,4 years of college,Occupational health and safety specialists and technicians,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.679644340232703,-0.438966633299702,0.663794052004037,235.904753772187,6,7.16666666666667,TRUE,FALSE,English,2205,7,7,6,6,6,6,5,4,4,6,3,2,3,2,5,5,2,3,5,5,2,3,3,6,5,6,4,4,5,6,4,3,5,5,6,6,2,1,2,2,2,2,5,5,5,3,5,3,6,6,6,6,6,6,7,5,6,6,6,6,6,6,5,6,6,6,3,4,3,3,4,5,2,3,2,3,3,3,2,3,3,4,3,5,6,4,5,3,5,5,3,3,6,6,3,5,2,5,6,3,5,2,2,6,6,2,3,3,2,4,6,6,3,2,5,5,5,2,3,5,4,5,3,2,5,5,5,3,3,3,6,3,5,6,2,1,5,5,2,3,3,3,3,6,3,7,7,6,3,2,5,6,6,6,6,5,3,6,3,3,6,2,4,2,6,6,5,5,6,6,6,6,6,6,7,6,6,6,6,7,6,5,7,5,6,5,6,5,6,6,6,6
1124,49,49,Male,Same as sex,5+ years of college,Graphic designers,United States,American Indian or Alaska Native,"No, not of Hispanic, Latino, or Spanish origin",0,-0.902675526230551,-0.402136193567604,0.486963973769927,212.232008286325,4,5.08712121212121,TRUE,FALSE,English,164,7,7,4,7,5,4,2,3,2,2,2,5,5,6,4,3,3,3,6,6,5,5,4,5,4,5,6,4,3,3,6,2,7,7,7,6,6,3,4,6,4,4,1,3,2,2,3,2,1,3,5,3,3,3,5,3,6,6,3,5,2,3,4,5,5,5,3,3,5,4,6,6,5,4,6,6,4,2,2,6,5,5,7,5,6,6,7,4,5,7,6,2,3,6,5,4,5,5,5,2,1,5,5,1,6,1,6,5,5,1,3,1,4,1,5,5,5,2,5,5,5,4,4,2,5,6,3,2,6,1,2,3,3,5,1,2,1,2,1,1,3,1,5,5,1,6,6,6,2,2,3,6,6,3,2,2,7,6,5,5,1,1,6,5,6,5,3,5,5,5,5,5,5,2,2,5,5,3,4,5,4,6,3,3,2,6,6,6,5,4,4,5
1125,62,62,Female,Same as sex,Grade 12,Photographers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.929796950212963,-0.568407920938877,0.872828415722237,205.560306232903,10,4.31060606060606,TRUE,FALSE,English,2805,7,7,4,7,6,5,2,3,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,5,3,2,1,2,6,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,5,7,6,7,5,5,5,6,7,6,7,7,6,6,6,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,6,6,1,5,3,7,3,3,3,7,6,6,4,5,1,1,3,1,1,1,1,1,5,1,1,1,1,1,3,1,1,1,4,3,2,3,2,3,4,4,2,2,2,4,3,4,3,6,3,6,6,6,1,4,3,2,1,1,6,2,4,5,5,5,2,5,2,5,4,4,6,4,6,6,7,6,4,5,6,7,5,3,2,4,2,4,5,5,5,3,4,5,4,6,6,5,6,4,7,7,4,3,4,3,3,3,3,6,6,5
1126,67,67,Female,Same as sex,4 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.822853267315203,-0.613616747940913,0.731791606701958,211.036759239251,5,7.71969696969697,TRUE,FALSE,English,1839,3,6,5,6,5,5,4,3,3,5,2,2,3,3,3,5,5,2,5,3,3,5,2,5,4,3,3,3,5,5,2,7,7,7,7,7,2,2,3,2,1,3,2,5,2,2,6,1,2,7,6,6,6,6,7,4,6,6,7,7,7,6,6,6,5,6,2,1,2,3,2,2,3,2,3,1,2,3,1,3,2,2,5,5,6,5,5,5,6,6,5,6,6,6,5,4,3,5,2,1,1,2,5,2,2,1,5,2,2,2,5,1,2,1,3,3,2,5,2,3,5,5,3,2,3,6,3,3,2,5,3,5,5,6,3,5,2,4,3,1,5,3,3,6,6,6,6,6,2,2,5,4,3,3,5,2,7,7,3,6,3,3,5,2,2,3,2,6,3,,,,,,,,,,,,,,,,,,,,,,,
1127,70,70,Female,Same as sex,Grade 12,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.923589503390522,-0.364497801151755,0.677380491927889,184.309442660999,5,7.94318181818182,TRUE,FALSE,English,3652,5,5,4,4,5,5,2,3,6,2,2,2,4,2,2,2,4,2,2,2,3,3,3,5,3,5,4,5,4,5,4,6,7,7,7,7,2,1,2,2,2,2,3,2,2,4,4,2,2,6,6,6,6,6,5,5,6,6,6,6,6,5,6,6,6,6,2,2,4,2,4,3,1,4,3,2,1,4,2,4,1,4,2,6,3,3,4,3,4,4,4,6,5,5,6,4,3,1,5,1,2,3,3,1,5,2,1,3,5,3,5,1,2,4,3,4,3,2,4,5,5,5,2,4,5,6,4,3,2,6,6,6,6,7,4,5,4,5,2,3,5,4,3,4,5,4,5,6,4,4,5,6,6,6,5,5,6,7,5,1,5,6,6,2,4,2,6,5,2,,,,,,,,,,,,,,,,,,,,,,,
1130,56,56,Male,Same as sex,5+ years of college,General and operations managers,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.637785528171063,-0.0545165706730961,0.309182425600493,246.355708641596,5,8.06439393939394,TRUE,FALSE,English,3588,6,6,5,6,6,6,2,3,2,3,1,1,3,2,2,2,5,3,2,5,2,3,6,7,2,4,3,2,3,6,2,2,7,5,7,5,5,2,2,3,5,5,2,6,1,5,2,1,1,2,2,2,2,2,6,5,6,3,2,4,2,2,3,6,6,6,2,5,5,2,6,6,2,1,5,6,2,3,1,3,2,6,2,6,5,2,2,6,6,6,5,6,6,5,5,5,1,2,2,5,2,2,1,2,2,5,2,2,2,1,2,5,2,3,5,5,5,2,5,5,5,6,3,5,6,6,5,2,5,4,3,3,5,3,2,4,3,2,2,1,3,2,2,4,5,5,5,6,1,2,5,5,7,4,4,2,7,5,7,2,4,2,5,2,4,6,6,5,6,6,3,5,5,6,6,6,6,6,6,6,5,2,4,4,4,6,6,5,4,2,5,4
1133,58,58,Female,Same as sex,Grade 12,N/A: Unemployed,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.847461752175176,-0.078350219174631,0.552781391756172,258.459402346356,17,7.20075757575758,TRUE,FALSE,English,476,7,7,4,7,5,4,7,7,6,7,2,3,6,3,4,6,4,4,7,7,1,7,1,4,6,5,6,3,7,7,4,4,6,7,7,7,1,1,4,4,4,4,1,7,1,1,5,1,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,6,6,4,6,4,4,6,6,5,4,7,6,5,4,7,7,5,4,7,7,7,7,2,7,7,7,7,4,4,6,6,7,7,4,1,4,6,6,6,7,7,2,6,4,4,1,5,6,4,3,4,7,7,6,6,6,6,7,4,4,5,5,2,2,5,4,4,7,4,7,4,4,6,4,4,4,6,7,7,7,4,4,7,7,7,1,6,7,7,7,7,4,7,7,7,1,4,4,5,7,3,,,,,,,,,,,,,,,,,,,,,,,
1131,86,86,Male,Same as sex,5+ years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.854756345811419,-0.635488993367055,0.834456445260997,172.514889155646,10,4.1780303030303,TRUE,FALSE,English,2838,6,6,5,6,5,5,5,4,4,5,1,1,2,1,3,3,5,3,3,3,3,3,3,4,2,1,2,1,2,4,1,5,6,5,6,6,1,1,1,1,6,2,2,5,3,2,5,2,4,6,6,5,6,6,6,6,6,6,6,6,6,6,5,6,6,6,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,5,3,5,5,5,5,5,6,5,4,7,5,5,5,4,2,6,5,2,2,3,2,5,5,3,2,4,2,6,5,3,2,5,5,2,3,3,5,5,3,4,5,5,5,5,3,4,6,5,2,7,7,4,5,3,6,5,4,5,5,5,6,6,6,6,6,4,2,3,6,6,7,5,6,7,7,6,5,6,7,6,2,2,2,2,6,2,,,,,,,,,,,,,,,,,,,,,,,
1132,57,57,Female,Same as sex,2 years of college,N/A: Unemployed,United States,"Two major races (e.g., White and Japanese)","No, not of Hispanic, Latino, or Spanish origin",0,-0.644636210055359,-0.222338582563315,0.454281572123745,203.00599253329,8,2.73863636363636,TRUE,FALSE,English,3848,6,6,6,5,6,6,2,2,2,4,2,4,4,5,2,2,2,2,2,2,2,2,3,5,2,4,5,2,3,5,2,5,7,7,7,5,5,2,5,6,5,5,2,5,2,5,3,1,2,6,5,6,6,6,6,6,5,5,3,3,3,3,5,5,6,6,2,2,6,2,7,5,4,4,4,5,3,2,4,5,2,5,2,7,3,3,3,7,2,6,3,7,5,6,6,3,2,5,5,6,2,3,5,3,5,5,2,5,5,3,5,2,3,3,4,5,3,2,2,5,5,5,2,2,5,5,3,2,2,6,5,6,6,5,3,3,2,5,2,2,5,3,3,6,6,6,6,7,1,1,5,7,5,3,5,6,7,7,3,6,2,6,5,2,5,5,2,2,5,,,,,,,,,,,,,,,,,,,,,,,
1134,64,65,Female,Same as sex,4 years of college,Social and community service managers,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.699672901748286,-0.236198545999159,0.616647164940312,224.054265263412,8,7.23484848484848,TRUE,FALSE,English,3956,6,7,4,6,5,5,1,2,2,2,1,1,1,1,5,3,3,2,6,5,2,3,3,2,1,2,4,1,1,6,2,2,5,6,6,4,7,5,4,6,4,7,2,4,1,5,2,2,2,6,6,6,5,6,7,6,7,6,6,6,6,6,6,6,6,7,2,4,1,3,1,2,1,2,5,4,5,1,1,1,1,3,4,7,6,5,6,7,4,6,5,6,5,4,6,2,3,1,2,2,5,5,5,1,3,1,1,5,5,1,2,1,2,5,5,6,3,5,2,6,6,4,3,5,4,5,2,5,5,3,1,4,5,3,3,5,1,5,3,4,3,3,3,6,6,6,6,6,2,2,2,7,7,1,6,4,7,7,5,3,6,5,5,5,3,6,5,3,6,7,2,6,2,2,4,5,2,2,4,6,6,1,7,7,5,1,6,3,6,6,7,6
1203,79,79,Male,Same as sex,5+ years of college,Administrative services managers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.807463515110703,-0.545440649376526,0.607963020928944,262.090308539336,7,6.94318181818182,TRUE,FALSE,English,852,3,4,4,5,4,4,6,6,6,6,2,2,3,3,2,5,4,6,6,3,4,5,2,6,4,6,2,5,5,5,6,5,6,6,5,2,1,2,1,1,2,2,2,2,2,2,2,1,2,6,5,6,6,6,4,4,2,5,6,6,6,4,6,6,5,5,1,1,1,1,1,6,1,2,1,4,1,1,1,1,1,1,7,3,5,6,6,6,5,6,3,4,6,6,6,5,6,5,6,4,5,2,1,6,3,4,5,5,6,6,6,4,3,2,4,5,2,5,6,5,3,6,4,4,2,4,2,2,5,4,4,4,5,4,5,6,2,6,4,6,3,6,5,6,5,7,6,6,2,2,3,4,6,6,7,4,7,3,6,4,5,7,4,2,2,3,4,5,5,6,3,5,2,4,4,5,7,6,5,6,5,4,6,5,6,6,5,5,6,4,6,5
1139,71,71,Female,Same as sex,2 years of college,Marketing managers,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.890673273907052,-0.792137716934583,0.877545891604371,222.052624038091,12,5.01893939393939,TRUE,FALSE,English,2685,7,4,4,4,5,4,4,6,5,6,1,1,1,1,6,1,4,1,1,1,1,1,1,7,2,1,2,2,5,4,3,5,7,6,6,6,1,1,1,1,1,1,4,3,1,4,5,1,1,7,7,6,6,4,7,7,7,7,7,7,7,7,7,7,7,7,1,2,1,2,2,2,1,2,2,1,1,1,1,2,1,2,6,1,4,5,4,7,4,6,4,7,7,7,6,6,1,1,5,1,2,1,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,6,6,7,6,7,4,4,1,7,4,1,5,5,4,5,7,7,7,7,1,1,1,7,7,5,5,1,7,6,7,4,5,4,1,1,2,1,1,1,1,7,6,6,5,5,6,7,7,6,6,7,6,6,7,7,6,6,6,7,6,4,6,6
1140,57,57,Male,Same as sex,5+ years of college,General and operations managers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.7430345105132,-0.299921122420014,0.373340080181399,170.621435762279,6,4.17045454545455,TRUE,FALSE,English,47,5,4,5,5,5,4,4,5,4,4,2,2,2,2,3,3,5,4,3,3,5,4,3,4,5,5,4,4,5,4,5,5,5,6,5,5,3,2,4,3,3,4,4,3,5,4,5,3,3,5,4,5,4,5,4,4,4,5,5,5,4,5,4,5,3,5,3,2,3,3,2,3,3,3,3,3,2,3,3,3,5,3,3,5,4,4,5,5,4,5,4,5,5,5,5,3,5,3,2,5,3,2,3,3,2,2,3,3,5,2,3,2,4,3,4,4,4,3,3,5,4,4,3,3,4,3,5,4,3,5,5,6,5,5,5,5,5,5,5,5,4,5,5,5,6,5,6,5,2,2,2,5,4,5,6,5,6,6,4,5,5,5,5,5,4,6,6,4,5,5,6,4,5,5,5,5,5,5,4,6,5,5,5,4,5,5,4,5,5,5,5,5
1141,22,23,Male,Same as sex,3 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.905075787849577,-0.301346170799027,0.676149747928913,208.270253221909,6,3.43181818181818,TRUE,FALSE,English,234,5,6,4,7,5,4,5,4,4,4,4,3,5,4,5,6,4,3,4,5,3,4,4,2,6,4,5,3,6,5,4,5,6,6,5,6,5,3,7,6,5,7,2,2,1,1,1,1,1,6,6,5,7,6,6,6,6,6,4,5,5,4,6,6,5,6,3,3,4,2,4,3,2,2,2,5,6,3,2,4,4,3,4,3,5,5,5,6,5,4,5,1,5,3,4,4,1,5,3,1,1,4,5,2,5,2,1,5,5,1,2,3,1,6,5,6,5,5,5,5,5,5,4,5,4,5,5,4,5,4,3,5,5,2,2,1,2,5,1,1,4,2,3,4,4,4,5,5,3,3,4,6,2,2,3,7,7,3,4,4,4,5,6,6,7,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,
1144,66,65,Male,Same as sex,5+ years of college,Healthcare social workers,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.940659192935976,-0.421946404025431,0.681141346505585,214.783895917644,8,7.6969696969697,TRUE,FALSE,English,646,4,4,6,4,6,5,4,4,4,4,2,1,2,4,3,4,3,3,3,3,3,3,3,6,4,1,4,1,4,4,1,4,2,4,4,3,2,2,2,2,2,2,4,2,4,4,2,4,2,5,5,5,4,4,4,5,4,5,5,3,4,5,4,5,5,5,2,1,2,1,2,4,1,2,2,4,1,1,1,2,1,1,6,4,6,6,2,6,2,2,6,2,6,6,6,2,4,4,4,4,4,2,3,4,4,3,3,4,4,4,5,4,6,3,2,2,2,2,3,2,2,4,3,4,2,2,4,4,3,2,2,2,6,6,4,2,4,6,6,5,4,6,6,4,6,6,6,6,4,4,2,4,6,6,6,6,6,6,6,4,6,4,3,4,4,4,3,4,4,6,5,6,4,6,5,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,2,6
1142,65,65,Female,Same as sex,4 years of college,Clinical and counseling psychologists,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.856529090714887,-0.755810056645677,0.812851635504674,146.835475009798,7,7.15530303030303,TRUE,FALSE,English,401,6,7,5,6,6,5,5,6,5,5,2,1,3,1,2,4,2,2,3,3,3,2,3,3,4,2,4,2,3,3,2,3,6,4,6,4,2,2,2,2,4,4,2,4,3,4,5,2,3,6,6,6,6,6,5,6,6,6,5,6,6,6,6,6,6,6,2,1,2,2,3,2,1,2,2,2,2,3,3,3,2,2,5,6,5,5,6,6,5,5,5,6,6,6,5,5,4,3,6,2,3,3,3,3,6,2,5,4,5,4,5,2,3,3,4,5,3,2,2,4,5,3,4,3,4,5,4,3,5,5,5,5,5,6,4,3,5,4,4,2,5,4,5,7,7,6,6,6,3,2,4,6,7,5,6,5,6,5,6,2,2,5,3,2,4,2,4,3,2,4,5,6,6,6,6,7,6,6,6,7,6,6,6,6,6,5,7,6,5,5,5,6
1145,37,37,Male,Same as sex,4 years of college,"Human resources assistants, except payroll and timekeeping",United States,Three or more major races,"Yes, Puerto Rican",0,-0.874176228120503,-0.46296161605212,0.693058859960372,177.696743277809,9,6.87878787878788,TRUE,FALSE,Spanish,295,5,7,6,4,4,7,4,4,4,4,1,2,3,2,2,2,2,2,2,2,2,2,3,4,4,4,3,4,4,5,5,4,7,7,7,7,2,2,2,2,2,2,2,5,2,4,4,2,2,6,5,5,6,5,5,5,5,5,5,6,5,5,5,5,5,5,1,1,1,5,2,3,2,1,2,1,2,2,1,3,1,3,2,3,2,2,5,6,4,4,4,6,2,5,5,4,1,3,2,1,3,4,2,1,3,1,2,2,2,1,2,2,3,2,5,3,5,3,3,5,5,5,4,5,4,5,5,5,4,6,5,5,6,5,6,4,4,6,4,2,6,2,3,7,7,6,7,7,2,1,2,6,7,4,4,7,7,6,6,1,2,4,5,2,6,6,5,5,6,6,6,5,5,4,5,5,5,4,5,6,4,4,4,4,6,4,6,6,6,4,4,6
1150,61,61,Male,Same as sex,4 years of college,Cashiers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.868393245714744,-0.124095633379298,0.720816262913305,204.715536780874,12,4.47348484848485,TRUE,FALSE,German,2126,6,6,6,6,6,6,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,5,1,4,5,3,2,6,4,6,6,4,2,2,2,2,4,1,1,1,1,1,1,1,4,5,6,6,6,6,6,4,6,6,6,5,5,6,6,6,5,2,4,2,2,4,2,2,2,4,3,2,4,2,2,2,2,4,2,6,4,2,6,6,6,3,2,4,4,4,5,2,2,4,2,5,2,2,2,3,2,6,2,2,2,2,2,3,2,2,2,2,5,2,4,2,2,5,2,2,4,2,4,2,3,6,5,5,4,2,2,3,2,2,2,2,2,3,6,6,6,6,6,4,2,4,4,5,4,6,2,6,6,5,2,4,2,5,2,4,4,5,5,4,4,3,3,3,3,3,5,3,5,5,4,4,3,2,2,4,2,4,2,2,4,4,4
1146,82,82,Male,Same as sex,5+ years of college,Physician assistants,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.866068688758085,-0.79605370145939,0.670908736684009,242.969870988154,11,6.46969696969697,TRUE,FALSE,English,6930,7,7,4,7,5,4,6,4,3,7,1,1,2,2,2,6,2,1,2,3,2,3,1,6,2,1,2,1,3,5,1,2,7,7,7,7,1,1,1,1,1,1,5,1,1,1,1,1,1,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,7,7,2,7,7,7,7,7,7,7,5,5,6,1,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,1,5,1,1,5,2,5,4,1,3,1,3,6,1,1,1,6,6,6,2,7,1,1,1,5,1,1,7,2,2,7,7,7,7,7,2,2,2,7,7,1,4,2,7,7,7,2,1,1,7,1,1,3,5,5,2,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7
1147,64,64,Male,Same as sex,2 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.8516756734815,-0.514627721535933,0.551408055777535,182.441047088925,5,6.17424242424242,TRUE,FALSE,English,1039,5,5,4,5,3,4,3,3,4,4,1,1,2,1,2,2,3,2,5,5,5,5,3,4,2,3,2,2,3,5,2,4,4,4,5,5,1,1,1,1,3,2,3,4,2,4,2,2,2,4,5,4,3,5,5,5,4,3,3,6,5,4,3,3,4,2,1,1,1,1,1,2,1,1,3,2,2,1,1,2,1,2,5,5,5,5,5,5,3,6,3,6,3,4,5,2,4,3,1,1,1,1,4,1,2,1,1,3,4,1,1,1,1,2,4,2,5,5,2,4,4,3,5,3,3,5,3,3,3,4,3,5,4,5,3,5,5,5,4,4,6,5,5,4,2,7,6,6,2,2,3,4,3,6,6,5,5,4,5,5,5,5,4,3,3,3,5,5,4,,,,,,,,,,,,,,,,,,,,,,,
1149,56,56,Male,Same as sex,2 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.914464162242775,-0.537654953043351,0.781655912856191,178.087000378317,10,3.53787878787879,TRUE,FALSE,English,2771,6,6,5,6,5,5,3,4,4,3,2,1,3,1,1,1,1,1,1,1,1,1,1,4,3,1,2,2,2,4,1,6,7,7,7,6,5,5,2,2,2,5,1,1,1,1,1,1,1,6,6,6,6,6,6,4,5,6,5,7,6,6,4,7,5,5,1,1,1,2,1,1,2,1,3,1,2,1,1,2,2,2,1,1,5,2,2,4,4,7,2,1,6,4,5,2,1,4,1,2,1,2,2,2,3,1,1,5,1,1,1,1,1,1,2,5,1,2,2,4,5,1,2,2,2,6,2,2,1,2,2,4,3,2,1,1,1,2,2,1,1,2,2,5,5,5,6,6,1,1,4,5,7,2,2,1,7,6,6,2,1,3,5,5,7,7,2,5,5,,,,,,,,,,,,,,,,,,,,,,,
1148,56,56,Male,Same as sex,5+ years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.886955437579554,-0.145880712880665,0.540698200073118,199.27582995919,8,2.81060606060606,TRUE,FALSE,English,8122,6,6,2,6,2,2,2,3,3,3,2,2,5,3,2,2,2,2,2,2,2,2,4,4,7,5,3,3,6,4,4,5,7,6,5,6,5,2,5,4,3,4,2,4,1,2,1,1,1,6,6,4,4,6,6,6,4,5,6,6,5,6,4,2,6,5,2,2,4,1,3,2,3,3,3,3,3,1,2,5,2,2,6,6,6,5,6,3,4,5,4,6,4,5,6,2,4,2,3,2,2,2,5,1,5,1,2,3,6,1,3,2,2,2,5,5,4,4,2,5,5,5,5,4,4,5,5,4,3,3,5,5,5,6,4,6,4,4,4,4,6,5,2,4,3,5,6,6,2,2,3,6,6,2,5,6,6,6,6,6,6,6,5,4,4,6,2,3,5,,,,,,,,,,,,,,,,,,,,,,,
1152,75,75,Male,Same as sex,5+ years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.893038816093026,-0.731759963659147,0.883514662220811,204.10225459848,19,6.02272727272727,TRUE,FALSE,English,3645,6,4,6,6,6,6,4,2,2,3,1,1,3,1,1,2,2,1,1,2,4,2,1,4,4,2,3,1,3,6,1,3,5,6,7,6,2,2,2,1,1,2,1,1,1,1,1,1,1,7,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,4,6,2,5,6,7,6,6,5,7,7,6,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,1,3,4,5,5,4,1,6,1,1,1,1,4,4,1,4,4,4,4,5,2,1,3,4,3,7,6,7,7,5,4,2,5,7,4,5,6,4,1,2,5,,,,,,,,,,,,,,,,,,,,,,,
