number,DOI
24947,10.1037/t42066-000
24948,10.1037/t43663-000
24949,10.1037/t09615-000
24950,10.1037/t87603-000
24951,10.1037/t00272-000
24952,10.1037/t12148-000
24953,10.1037/t79937-000
24954,10.1037/t48707-000
24955,10.1037/t07725-000
24956,10.1037/t46691-000
24957,10.1037/t37144-000
24958,10.1037/t25766-000
24959,10.1037/t00043-000
24960,10.1037/t18436-000
24961,10.1037/t77593-000
24962,10.1037/t41003-000
24963,10.1037/t22965-000
24964,10.1037/t19867-000
24965,10.1037/t15786-000
24966,10.1037/t06178-000
24967,10.1037/t65162-000
24968,10.1037/t11995-000
24969,10.1037/t35950-000
24970,10.1037/t43930-000
24971,10.1037/t54637-000
24972,10.1037/t53428-000
24973,10.1037/t29814-000
24974,10.1037/t86452-000
24975,10.1037/t58757-000
24976,10.1037/t69870-000
24977,10.1037/t28273-000
24978,10.1037/t17054-000
24979,10.1037/t80498-000
24980,10.1037/t12385-000
24981,10.1037/t14436-000
24982,10.1037/t53136-000
24983,10.1037/t09694-000
24984,10.1037/t19248-000
24985,10.1037/t79835-000
24986,10.1037/t84711-000
24987,10.1037/t23977-000
24988,10.1037/t20604-000
24989,10.1037/t82710-000
24990,10.1037/t70858-000
24991,10.1037/t84858-000
24992,10.1037/t29877-000
24993,10.1037/t32324-000
24994,10.1037/t60523-000
24995,10.1037/t79700-000
24996,10.1037/t68485-000
24997,10.1037/t02978-000
24998,10.1037/t80500-000
24999,10.1037/t19974-000
25000,10.1037/t63793-000
25001,10.1037/t45724-000
25002,10.1037/t18311-000
25003,10.1037/t68033-000
25004,10.1037/t26498-000
25005,10.1037/t11788-000
25006,10.1037/t38365-000
25007,10.1037/t43800-000
25008,10.1037/t08336-000
25009,10.1037/t10464-000
25010,10.1037/t49599-000
25011,10.1037/t84712-000
25012,10.1037/t76972-000
25013,10.1037/t02380-000
25014,10.1037/t81362-000
25015,10.1037/t17690-000
25016,10.1037/t38668-000
25017,10.1037/t71897-000
25018,10.1037/t33169-000
25019,10.1037/t37681-000
25020,10.1037/t77277-000
25021,10.1037/t18703-000
25022,10.1037/t00372-000
25023,10.1037/t14377-000
25024,10.1037/t30277-000
25025,10.1037/t29517-000
25026,10.1037/t38029-000
25027,10.1037/t33516-000
25028,10.1037/t46650-000
25029,10.1037/t50180-000
25030,10.1037/t15832-000
25031,10.1037/t10360-000
25032,10.1037/t48045-000
25033,10.1037/t59742-000
25034,10.1037/t38450-000
25035,10.1037/t12902-000
25036,10.1037/t34198-000
25037,10.1037/t18957-000
25038,10.1037/t23826-000
25039,10.1037/t61096-000
25040,10.1037/t09305-000
25041,10.1037/t31658-000
25042,10.1037/t72870-000
25043,10.1037/t82647-000
25044,10.1037/t68013-000
25045,10.1037/t14657-000
25046,10.1037/t74013-000
25047,10.1037/t71865-000
25048,10.1037/t30073-000
25049,10.1037/t86756-000
25050,10.1037/t03420-000
25051,10.1037/t00432-000
25052,10.1037/t68786-000
25053,10.1037/t41911-000
25054,10.1037/t25110-000
25055,10.1037/t04534-000
25056,10.1037/t32275-000
25057,10.1037/t40333-000
25058,10.1037/t75296-000
25059,10.1037/t62380-000
25060,10.1037/t27559-000
25061,10.1037/t84571-000
25062,10.1037/t66361-000
25063,10.1037/t20180-000
25064,10.1037/t72074-000
25065,10.1037/t33819-000
25066,10.1037/t44174-000
25067,10.1037/t70062-000
25068,10.1037/t13863-000
25069,10.1037/t08752-000
25070,10.1037/t11906-000
25071,10.1037/t82306-000
25072,10.1037/t83617-000
25073,10.1037/t75519-000
25074,10.1037/t14122-000
25075,10.1037/t21349-000
25076,10.1037/t26926-000
25077,10.1037/t63641-000
25078,10.1037/t11571-000
25079,10.1037/t58227-000
25080,10.1037/t76691-000
25081,10.1037/t68957-000
25082,10.1037/t72419-000
25083,10.1037/t70274-000
25084,10.1037/t18614-000
25085,10.1037/t58432-000
25086,10.1037/t41242-000
25087,10.1037/t23325-000
25088,10.1037/t14261-000
25089,10.1037/t32748-000
25090,10.1037/t72927-000
25091,10.1037/t45667-000
25092,10.1037/t14165-000
25093,10.1037/t37789-000
25094,10.1037/t72216-000
25095,10.1037/t07748-000
25096,10.1037/t69841-000
25097,10.1037/t32901-000
25098,10.1037/t75312-000
25099,10.1037/t79350-000
25100,10.1037/t23505-000
25101,10.1037/t21261-000
25102,10.1037/t30404-000
25103,10.1037/t68228-000
25104,10.1037/t83633-000
25105,10.1037/t83914-000
25106,10.1037/t34819-000
25107,10.1037/t18291-000
25108,10.1037/t09816-000
25109,10.1037/t09972-000
25110,10.1037/t17222-000
25111,10.1037/t50903-000
25112,10.1037/t03623-000
25113,10.1037/t23463-000
25114,10.1037/t40844-000
25115,10.1037/t64343-000
25116,10.1037/t46729-000
25117,10.1037/t80118-000
25118,10.1037/t36088-000
25119,10.1037/t76328-000
25120,10.1037/t14053-000
25121,10.1037/t40942-000
25122,10.1037/t46075-000
25123,10.1037/t20056-000
25124,10.1037/t22827-000
25125,10.1037/t08603-000
25126,10.1037/t17347-000
25127,10.1037/t16758-000
25128,10.1037/t25497-000
25129,10.1037/t24881-000
25130,10.1037/t76861-000
25131,10.1037/t44798-000
25132,10.1037/t33437-000
25133,10.1037/t86959-000
25134,10.1037/t23416-000
25135,10.1037/t05913-000
25136,10.1037/t20910-000
25137,10.1037/t32426-000
25138,10.1037/t63669-000
25139,10.1037/t84678-000
25140,10.1037/t24689-000
25141,10.1037/t26273-000
25142,10.1037/t75598-000
25143,10.1037/t73968-000
25144,10.1037/t52347-000
25145,10.1037/t17196-000
25146,10.1037/t17713-000
25147,10.1037/t09725-000
25148,10.1037/t45754-000
25149,10.1037/t44199-000
25150,10.1037/t80039-000
25151,10.1037/t05301-000
25152,10.1037/t81595-000
25153,10.1037/t68426-000
25154,10.1037/t03421-000
25155,10.1037/t00893-000
25156,10.1037/t50201-000
25157,10.1037/t71765-000
25158,10.1037/t58503-000
25159,10.1037/t00785-000
25160,10.1037/t80221-000
25161,10.1037/t63208-000
25162,10.1037/t52950-000
25163,10.1037/t48778-000
25164,10.1037/t71034-000
25165,10.1037/t06688-000
25166,10.1037/t52853-000
25167,10.1037/t86490-000
25168,10.1037/t24723-000
25169,10.1037/t04878-000
25170,10.1037/t13520-000
25171,10.1037/t68383-000
25172,10.1037/t79117-000
25173,10.1037/t19093-000
25174,10.1037/t73274-000
25175,10.1037/t14864-000
25176,10.1037/t53160-000
25177,10.1037/t66834-000
25178,10.1037/t57815-000
25179,10.1037/t67530-000
25180,10.1037/t18857-000
25181,10.1037/t73464-000
25182,10.1037/t17683-000
25183,10.1037/t41728-000
25184,10.1037/t09344-000
25185,10.1037/t17465-000
25186,10.1037/t64281-000
25187,10.1037/t50594-000
25188,10.1037/t00262-000
25189,10.1037/t23176-000
25190,10.1037/t63916-000
25191,10.1037/t26451-000
25192,10.1037/t25864-000
25193,10.1037/t73355-000
25194,10.1037/t78719-000
25195,10.1037/t48170-000
25196,10.1037/t40142-000
25197,10.1037/t34387-000
25198,10.1037/t71748-000
25199,10.1037/t00036-000
25200,10.1037/t75302-000
25201,10.1037/t16125-000
25202,10.1037/t21806-000
25203,10.1037/t78082-000
25204,10.1037/t01543-000
25205,10.1037/t37531-000
25206,10.1037/t28541-000
25207,10.1037/t23828-000
25208,10.1037/t24327-000
25209,10.1037/t33670-000
25210,10.1037/t41558-000
25211,10.1037/t77949-000
25212,10.1037/t23140-000
25213,10.1037/t09393-000
25214,10.1037/t23811-000
25215,10.1037/t54505-000
25216,10.1037/t62848-000
25217,10.1037/t07527-000
25218,10.1037/t57710-000
25219,10.1037/t76851-000
25220,10.1037/t03870-000
25221,10.1037/t43811-000
25222,10.1037/t32630-000
25223,10.1037/t10290-000
25224,10.1037/t68299-000
25225,10.1037/t22068-000
25226,10.1037/t29300-000
25227,10.1037/t25386-000
25228,10.1037/t12521-000
25229,10.1037/t70204-000
25230,10.1037/t07332-000
25231,10.1037/t41489-000
25232,10.1037/t01691-000
25233,10.1037/t01177-000
25234,10.1037/t24772-000
25235,10.1037/t12407-000
25236,10.1037/t41265-000
25237,10.1037/t16860-000
25238,10.1037/t22094-000
25239,10.1037/t06266-000
25240,10.1037/t27755-000
25241,10.1037/t52054-000
25242,10.1037/t16276-000
25243,10.1037/t66194-000
25244,10.1037/t57345-000
25245,10.1037/t33924-000
25246,10.1037/t80878-000
25247,10.1037/t13692-000
25248,10.1037/t32270-000
25249,10.1037/t82323-000
25250,10.1037/t29995-000
25251,10.1037/t07336-000
25252,10.1037/t01070-000
25253,10.1037/t70860-000
25254,10.1037/t15641-000
25255,10.1037/t33975-000
25256,10.1037/t19106-000
25257,10.1037/t63310-000
25258,10.1037/t42629-000
25259,10.1037/t16188-000
25260,10.1037/t23700-000
25261,10.1037/t03219-000
25262,10.1037/t42540-000
25263,10.1037/t62044-000
25264,10.1037/t81236-000
25265,10.1037/t59518-000
25266,10.1037/t42873-000
25267,10.1037/t02881-000
25268,10.1037/t02743-000
25269,10.1037/t09739-000
25270,10.1037/t78507-000
25271,10.1037/t00471-000
25272,10.1037/t66947-000
25273,10.1037/t64584-000
25274,10.1037/t43696-000
25275,10.1037/t77478-000
25276,10.1037/t37682-000
25277,10.1037/t42442-000
25278,10.1037/t36856-000
25279,10.1037/t27622-000
25280,10.1037/t08664-000
25281,10.1037/t59362-000
25282,10.1037/t64486-000
25283,10.1037/t83926-000
25284,10.1037/t27500-000
25285,10.1037/t70042-000
25286,10.1037/t60899-000
25287,10.1037/t48145-000
25288,10.1037/t73354-000
25289,10.1037/t08537-000
25290,10.1037/t78119-000
25291,10.1037/t84781-000
25292,10.1037/t27573-000
25293,10.1037/t64519-000
25294,10.1037/t20662-000
25295,10.1037/t27589-000
25296,10.1037/t22599-000
25297,10.1037/t69068-000
25298,10.1037/t76239-000
25299,10.1037/t20284-000
25300,10.1037/t06168-000
25301,10.1037/t23192-000
25302,10.1037/t81896-000
25303,10.1037/t11054-000
25304,10.1037/t74474-000
25305,10.1037/t79036-000
25306,10.1037/t13818-000
25307,10.1037/t10329-000
25308,10.1037/t43857-000
25309,10.1037/t82182-000
25310,10.1037/t35159-000
25311,10.1037/t05590-000
25312,10.1037/t34900-000
25313,10.1037/t19424-000
25314,10.1037/t43232-000
25315,10.1037/t46564-000
25316,10.1037/t45734-000
25317,10.1037/t84505-000
25318,10.1037/t23275-000
25319,10.1037/t03922-000
25320,10.1037/t43063-000
25321,10.1037/t27728-000
25322,10.1037/t69571-000
25323,10.1037/t78957-000
25324,10.1037/t08407-000
25325,10.1037/t31486-000
25326,10.1037/t16559-000
25327,10.1037/t03946-000
25328,10.1037/t77605-000
25329,10.1037/t11411-000
25330,10.1037/t75902-000
25331,10.1037/t32930-000
25332,10.1037/t44757-000
25333,10.1037/t87412-000
25334,10.1037/t68549-000
25335,10.1037/t23634-000
25336,10.1037/t81013-000
25337,10.1037/t03095-000
25338,10.1037/t86604-000
25339,10.1037/t40361-000
25340,10.1037/t12317-000
25341,10.1037/t81264-000
25342,10.1037/t73564-000
25343,10.1037/t67075-000
25344,10.1037/t38631-000
25345,10.1037/t84308-000
25346,10.1037/t70394-000
25347,10.1037/t79863-000
25348,10.1037/t75611-000
25349,10.1037/t03960-000
25350,10.1037/t15947-000
25351,10.1037/t78721-000
25352,10.1037/t03135-000
25353,10.1037/t19985-000
25354,10.1037/t77018-000
25355,10.1037/t82124-000
25356,10.1037/t83452-000
25357,10.1037/t36237-000
25358,10.1037/t10700-000
25359,10.1037/t22755-000
25360,10.1037/t74979-000
25361,10.1037/t17826-000
25362,10.1037/t81086-000
25363,10.1037/t24123-000
25364,10.1037/t52464-000
25365,10.1037/t09169-000
25366,10.1037/t45540-000
25367,10.1037/t06430-000
25368,10.1037/t19995-000
25369,10.1037/t48702-000
25370,10.1037/t40480-000
25371,10.1037/t21130-000
25372,10.1037/t20086-000
25373,10.1037/t50018-000
25374,10.1037/t37675-000
25375,10.1037/t50904-000
25376,10.1037/t31045-000
25377,10.1037/t41425-000
25378,10.1037/t66957-000
25379,10.1037/t51792-000
25380,10.1037/t55792-000
25381,10.1037/t48421-000
25382,10.1037/t21766-000
25383,10.1037/t17919-000
25384,10.1037/t21430-000
25385,10.1037/t04346-000
25386,10.1037/t20818-000
25387,10.1037/t16677-000
25388,10.1037/t12134-000
25389,10.1037/t58816-000
25390,10.1037/t40411-000
25391,10.1037/t16951-000
25392,10.1037/t13740-000
25393,10.1037/t34968-000
25394,10.1037/t68212-000
25395,10.1037/t12880-000
25396,10.1037/t10185-000
25397,10.1037/t80705-000
25398,10.1037/t19817-000
25399,10.1037/t05764-000
25400,10.1037/t35170-000
25401,10.1037/t10361-000
25402,10.1037/t39318-000
25403,10.1037/t13317-000
25404,10.1037/t38772-000
25405,10.1037/t26137-000
25406,10.1037/t75879-000
25407,10.1037/t71645-000
25408,10.1037/t27316-000
25409,10.1037/t00133-000
25410,10.1037/t16421-000
25411,10.1037/t82577-000
25412,10.1037/t76018-000
25413,10.1037/t64520-000
25414,10.1037/t79482-000
25415,10.1037/t66077-000
25416,10.1037/t18688-000
25417,10.1037/t19853-000
25418,10.1037/t27541-000
25419,10.1037/t20935-000
25420,10.1037/t33850-000
25421,10.1037/t22029-000
25422,10.1037/t78801-000
25423,10.1037/t27743-000
25424,10.1037/t54675-000
25425,10.1037/t37154-000
25426,10.1037/t65519-000
25427,10.1037/t52470-000
25428,10.1037/t84879-000
25429,10.1037/t71325-000
25430,10.1037/t83982-000
25431,10.1037/t27794-000
25432,10.1037/t15626-000
25433,10.1037/t32898-000
25434,10.1037/t00474-000
25435,10.1037/t69834-000
25436,10.1037/t21924-000
25437,10.1037/t15769-000
25438,10.1037/t28455-000
25439,10.1037/t67791-000
25440,10.1037/t19084-000
25441,10.1037/t74094-000
25442,10.1037/t22787-000
25443,10.1037/t38661-000
25444,10.1037/t42829-000
25445,10.1037/t85943-000
25446,10.1037/t27525-000
25447,10.1037/t32257-000
25448,10.1037/t44661-000
25449,10.1037/t05751-000
25450,10.1037/t22044-000
25451,10.1037/t24582-000
25452,10.1037/t79844-000
25453,10.1037/t34330-000
25454,10.1037/t84577-000
25455,10.1037/t42252-000
25456,10.1037/t38499-000
25457,10.1037/t27745-000
25458,10.1037/t20217-000
25459,10.1037/t49832-000
25460,10.1037/t23430-000
25461,10.1037/t23964-000
25462,10.1037/t38357-000
25463,10.1037/t66324-000
25464,10.1037/t01499-000
25465,10.1037/t03210-000
25466,10.1037/t11363-000
25467,10.1037/t81689-000
25468,10.1037/t69902-000
25469,10.1037/t37763-000
25470,10.1037/t37997-000
25471,10.1037/t03555-000
25472,10.1037/t76834-000
25473,10.1037/t80178-000
25474,10.1037/t28311-000
25475,10.1037/t48749-000
25476,10.1037/t73353-000
25477,10.1037/t16416-000
25478,10.1037/t82585-000
25479,10.1037/t25463-000
25480,10.1037/t87636-000
25481,10.1037/t63164-000
25482,10.1037/t01914-000
25483,10.1037/t07193-000
25484,10.1037/t33466-000
25485,10.1037/t24422-000
25486,10.1037/t17896-000
25487,10.1037/t60506-000
25488,10.1037/t17113-000
25489,10.1037/t71642-000
25490,10.1037/t05313-000
25491,10.1037/t12177-000
25492,10.1037/t37160-000
25493,10.1037/t82859-000
25494,10.1037/t29270-000
25495,10.1037/t24753-000
25496,10.1037/t05600-000
25497,10.1037/t52227-000
25498,10.1037/t32447-000
25499,10.1037/t14280-000
25500,10.1037/t26044-000
25501,10.1037/t46550-000
25502,10.1037/t33554-000
25503,10.1037/t11639-000
25504,10.1037/t21662-000
25505,10.1037/t31389-000
25506,10.1037/t22514-000
25507,10.1037/t32438-000
25508,10.1037/t46093-000
25509,10.1037/t30145-000
25510,10.1037/t08708-000
25511,10.1037/t66449-000
25512,10.1037/t49471-000
25513,10.1037/t63420-000
25514,10.1037/t78167-000
25515,10.1037/t10866-000
25516,10.1037/t10104-000
25517,10.1037/t27422-000
25518,10.1037/t80349-000
25519,10.1037/t32646-000
25520,10.1037/t48962-000
25521,10.1037/t40728-000
25522,10.1037/t33402-000
25523,10.1037/t32471-000
25524,10.1037/t14605-000
25525,10.1037/t63054-000
25526,10.1037/t43113-000
25527,10.1037/t38536-000
25528,10.1037/t67888-000
25529,10.1037/t14752-000
25530,10.1037/t41348-000
25531,10.1037/t27411-000
25532,10.1037/t35677-000
25533,10.1037/t80423-000
25534,10.1037/t12365-000
25535,10.1037/t10577-000
25536,10.1037/t62419-000
25537,10.1037/t41283-000
25538,10.1037/t70327-000
25539,10.1037/t12737-000
25540,10.1037/t41566-000
25541,10.1037/t40474-000
25542,10.1037/t73761-000
25543,10.1037/t85999-000
25544,10.1037/t31883-000
25545,10.1037/t42242-000
25546,10.1037/t69637-000
25547,10.1037/t09537-000
25548,10.1037/t33077-000
25549,10.1037/t31710-000
25550,10.1037/t27963-000
25551,10.1037/t79847-000
25552,10.1037/t78947-000
25553,10.1037/t02969-000
25554,10.1037/t62174-000
25555,10.1037/t25052-000
25556,10.1037/t61712-000
25557,10.1037/t84986-000
25558,10.1037/t38408-000
25559,10.1037/t87015-000
25560,10.1037/t49298-000
25561,10.1037/t67810-000
25562,10.1037/t87651-000
25563,10.1037/t28432-000
25564,10.1037/t20065-000
25565,10.1037/t38313-000
25566,10.1037/t00550-000
25567,10.1037/t19679-000
25568,10.1037/t43424-000
25569,10.1037/t32194-000
25570,10.1037/t43636-000
25571,10.1037/t47099-000
25572,10.1037/t45495-000
25573,10.1037/t80108-000
25574,10.1037/t71878-000
25575,10.1037/t18104-000
25576,10.1037/t17952-000
25577,10.1037/t02475-000
25578,10.1037/t66364-000
25579,10.1037/t28288-000
25580,10.1037/t23552-000
25581,10.1037/t36570-000
25582,10.1037/t03634-000
25583,10.1037/t48193-000
25584,10.1037/t75936-000
25585,10.1037/t07141-000
25586,10.1037/t68687-000
25587,10.1037/t14253-000
25588,10.1037/t00879-000
25589,10.1037/t63152-000
25590,10.1037/t03656-000
25591,10.1037/t77656-000
25592,10.1037/t69636-000
25593,10.1037/t67370-000
25594,10.1037/t55410-000
25595,10.1037/t02466-000
25596,10.1037/t27309-000
25597,10.1037/t50340-000
25598,10.1037/t33661-000
25599,10.1037/t46381-000
25600,10.1037/t28683-000
25601,10.1037/t51451-000
25602,10.1037/t13914-000
25603,10.1037/t13159-000
25604,10.1037/t71190-000
25605,10.1037/t63330-000
25606,10.1037/t07928-000
25607,10.1037/t35377-000
25608,10.1037/t09801-000
25609,10.1037/t15379-000
25610,10.1037/t27954-000
25611,10.1037/t44540-000
25612,10.1037/t03376-000
25613,10.1037/t10522-000
25614,10.1037/t74519-000
25615,10.1037/t43838-000
25616,10.1037/t12273-000
25617,10.1037/t25250-000
25618,10.1037/t46699-000
25619,10.1037/t64676-000
25620,10.1037/t20720-000
25621,10.1037/t62400-000
25622,10.1037/t15016-000
25623,10.1037/t18060-000
25624,10.1037/t22960-000
25625,10.1037/t01281-000
25626,10.1037/t61971-000
25627,10.1037/t00434-000
25628,10.1037/t21492-000
25629,10.1037/t15867-000
25630,10.1037/t49055-000
25631,10.1037/t15063-000
25632,10.1037/t03682-000
25633,10.1037/t78736-000
25634,10.1037/t87219-000
25635,10.1037/t13788-000
25636,10.1037/t50698-000
25637,10.1037/t26822-000
25638,10.1037/t31871-000
25639,10.1037/t01298-000
25640,10.1037/t67033-000
25641,10.1037/t20114-000
25642,10.1037/t03450-000
25643,10.1037/t32450-000
25644,10.1037/t09191-000
25645,10.1037/t55734-000
25646,10.1037/t00329-000
25647,10.1037/t61048-000
25648,10.1037/t20126-000
25649,10.1037/t15411-000
25650,10.1037/t31763-000
25651,10.1037/t22129-000
25652,10.1037/t62795-000
25653,10.1037/t26199-000
25654,10.1037/t79690-000
25655,10.1037/t85162-000
25656,10.1037/t12434-000
25657,10.1037/t25871-000
25658,10.1037/t47054-000
25659,10.1037/t25975-000
25660,10.1037/t45822-000
25661,10.1037/t39877-000
25662,10.1037/t01394-000
25663,10.1037/t33241-000
25664,10.1037/t72200-000
25665,10.1037/t39893-000
25666,10.1037/t09239-000
25667,10.1037/t38744-000
25668,10.1037/t34054-000
25669,10.1037/t22505-000
25670,10.1037/t10487-000
25671,10.1037/t09332-000
25672,10.1037/t27597-000
25673,10.1037/t00708-000
25674,10.1037/t08318-000
25675,10.1037/t08877-000
25676,10.1037/t10376-000
25677,10.1037/t08824-000
25678,10.1037/t86057-000
25679,10.1037/t69526-000
25680,10.1037/t40854-000
25681,10.1037/t54166-000
25682,10.1037/t66541-000
25683,10.1037/t70821-000
25684,10.1037/t03199-000
25685,10.1037/t24989-000
25686,10.1037/t30604-000
25687,10.1037/t50969-000
25688,10.1037/t24211-000
25689,10.1037/t22250-000
25690,10.1037/t66890-000
25691,10.1037/t33263-000
25692,10.1037/t13600-000
25693,10.1037/t48237-000
25694,10.1037/t11671-000
25695,10.1037/t39206-000
25696,10.1037/t72795-000
25697,10.1037/t59982-000
25698,10.1037/t71504-000
25699,10.1037/t46739-000
25700,10.1037/t06519-000
25701,10.1037/t08716-000
25702,10.1037/t24091-000
25703,10.1037/t46412-000
25704,10.1037/t23152-000
25705,10.1037/t69445-000
25706,10.1037/t11644-000
25707,10.1037/t27878-000
25708,10.1037/t15962-000
25709,10.1037/t24204-000
25710,10.1037/t38576-000
25711,10.1037/t48607-000
25712,10.1037/t29175-000
25713,10.1037/t86090-000
25714,10.1037/t27064-000
25715,10.1037/t02069-000
25716,10.1037/t09891-000
25717,10.1037/t11141-000
25718,10.1037/t64834-000
25719,10.1037/t85166-000
25720,10.1037/t17908-000
25721,10.1037/t69605-000
25722,10.1037/t42587-000
25723,10.1037/t05409-000
25724,10.1037/t77507-000
25725,10.1037/t75773-000
25726,10.1037/t16918-000
25727,10.1037/t26473-000
25728,10.1037/t65092-000
25729,10.1037/t80769-000
25730,10.1037/t49888-000
25731,10.1037/t58578-000
25732,10.1037/t58486-000
25733,10.1037/t29145-000
25734,10.1037/t79729-000
25735,10.1037/t27427-000
25736,10.1037/t42701-000
25737,10.1037/t52583-000
25738,10.1037/t50339-000
25739,10.1037/t14160-000
25740,10.1037/t25899-000
25741,10.1037/t83989-000
25742,10.1037/t10539-000
25743,10.1037/t70514-000
25744,10.1037/t15991-000
25745,10.1037/t70496-000
25746,10.1037/t04814-000
25747,10.1037/t81350-000
25748,10.1037/t85001-000
25749,10.1037/t63383-000
25750,10.1037/t20333-000
25751,10.1037/t34638-000
25752,10.1037/t00344-000
25753,10.1037/t18661-000
25754,10.1037/t31030-000
25755,10.1037/t58979-000
25756,10.1037/t82255-000
25757,10.1037/t42519-000
25758,10.1037/t01540-000
25759,10.1037/t25155-000
25760,10.1037/t50284-000
25761,10.1037/t24098-000
25762,10.1037/t02965-000
25763,10.1037/t21891-000
25764,10.1037/t61529-000
25765,10.1037/t38735-000
25766,10.1037/t68772-000
25767,10.1037/t25982-000
25768,10.1037/t85367-000
25769,10.1037/t78908-000
25770,10.1037/t46406-000
25771,10.1037/t42410-000
25772,10.1037/t81001-000
25773,10.1037/t61642-000
25774,10.1037/t83130-000
25775,10.1037/t09430-000
25776,10.1037/t40941-000
25777,10.1037/t76177-000
25778,10.1037/t19503-000
25779,10.1037/t82204-000
25780,10.1037/t80286-000
25781,10.1037/t27468-000
25782,10.1037/t18734-000
25783,10.1037/t77305-000
25784,10.1037/t44258-000
25785,10.1037/t14732-000
25786,10.1037/t74814-000
25787,10.1037/t31053-000
25788,10.1037/t26996-000
25789,10.1037/t63904-000
25790,10.1037/t15597-000
25791,10.1037/t36019-000
25792,10.1037/t70206-000
25793,10.1037/t26731-000
25794,10.1037/t19206-000
25795,10.1037/t60743-000
25796,10.1037/t77496-000
25797,10.1037/t24585-000
25798,10.1037/t02236-000
25799,10.1037/t79646-000
25800,10.1037/t82592-000
25801,10.1037/t37052-000
25802,10.1037/t21312-000
25803,10.1037/t52296-000
25804,10.1037/t34318-000
25805,10.1037/t13445-000
25806,10.1037/t44739-000
25807,10.1037/t31942-000
25808,10.1037/t50270-000
25809,10.1037/t83779-000
25810,10.1037/t68671-000
25811,10.1037/t03096-000
25812,10.1037/t64779-000
25813,10.1037/t17698-000
25814,10.1037/t13646-000
25815,10.1037/t59256-000
25816,10.1037/t42177-000
25817,10.1037/t83194-000
25818,10.1037/t79139-000
25819,10.1037/t25532-000
25820,10.1037/t14015-000
25821,10.1037/t15952-000
25822,10.1037/t27810-000
25823,10.1037/t34134-000
25824,10.1037/t16659-000
25825,10.1037/t23606-000
25826,10.1037/t25881-000
25827,10.1037/t10254-000
25828,10.1037/t78933-000
25829,10.1037/t84288-000
25830,10.1037/t13702-000
25831,10.1037/t39057-000
25832,10.1037/t17067-000
25833,10.1037/t08032-000
25834,10.1037/t09117-000
25835,10.1037/t09196-000
25836,10.1037/t75426-000
25837,10.1037/t75238-000
25838,10.1037/t27199-000
25839,10.1037/t21583-000
25840,10.1037/t78207-000
25841,10.1037/t71892-000
25842,10.1037/t55783-000
25843,10.1037/t75385-000
25844,10.1037/t21401-000
25845,10.1037/t03984-000
25846,10.1037/t32793-000
25847,10.1037/t30620-000
25848,10.1037/t78477-000
25849,10.1037/t83684-000
25850,10.1037/t09145-000
25851,10.1037/t04083-000
25852,10.1037/t63774-000
25853,10.1037/t52305-000
25854,10.1037/t03331-000
25855,10.1037/t43185-000
25856,10.1037/t84510-000
25857,10.1037/t26851-000
25858,10.1037/t47708-000
25859,10.1037/t02624-000
25860,10.1037/t11563-000
25861,10.1037/t38486-000
25862,10.1037/t12522-000
25863,10.1037/t79255-000
25864,10.1037/t67227-000
25865,10.1037/t77697-000
25866,10.1037/t26571-000
25867,10.1037/t82610-000
25868,10.1037/t32019-000
25869,10.1037/t40806-000
25870,10.1037/t22797-000
25871,10.1037/t44100-000
25872,10.1037/t31291-000
25873,10.1037/t66217-000
25874,10.1037/t79508-000
25875,10.1037/t05082-000
25876,10.1037/t25504-000
25877,10.1037/t01496-000
25878,10.1037/t45346-000
25879,10.1037/t41132-000
25880,10.1037/t12667-000
25881,10.1037/t85785-000
25882,10.1037/t10315-000
25883,10.1037/t78763-000
25884,10.1037/t66787-000
25885,10.1037/t77867-000
25886,10.1037/t05522-000
25887,10.1037/t53851-000
25888,10.1037/t50424-000
25889,10.1037/t15276-000
25890,10.1037/t63889-000
25891,10.1037/t05611-000
25892,10.1037/t11712-000
25893,10.1037/t38260-000
25894,10.1037/t62590-000
25895,10.1037/t81174-000
25896,10.1037/t07609-000
25897,10.1037/t64412-000
25898,10.1037/t52462-000
25899,10.1037/t07957-000
25900,10.1037/t84136-000
25901,10.1037/t04119-000
25902,10.1037/t24997-000
25903,10.1037/t67792-000
25904,10.1037/t53125-000
25905,10.1037/t20078-000
25906,10.1037/t17560-000
25907,10.1037/t82462-000
25908,10.1037/t30471-000
25909,10.1037/t33792-000
25910,10.1037/t35211-000
25911,10.1037/t12151-000
25912,10.1037/t39842-000
25913,10.1037/t86195-000
25914,10.1037/t00743-000
25915,10.1037/t26425-000
25916,10.1037/t27450-000
25917,10.1037/t77515-000
25918,10.1037/t04317-000
25919,10.1037/t08896-000
25920,10.1037/t18650-000
25921,10.1037/t08234-000
25922,10.1037/t12687-000
25923,10.1037/t46808-000
25924,10.1037/t10649-000
25925,10.1037/t50105-000
25926,10.1037/t60499-000
25927,10.1037/t21331-000
25928,10.1037/t05371-000
25929,10.1037/t67235-000
25930,10.1037/t31356-000
25931,10.1037/t58223-000
25932,10.1037/t38496-000
25933,10.1037/t75728-000
25934,10.1037/t83798-000
25935,10.1037/t47940-000
25936,10.1037/t78110-000
25937,10.1037/t24969-000
25938,10.1037/t06397-000
25939,10.1037/t16656-000
25940,10.1037/t74863-000
25941,10.1037/t78742-000
25942,10.1037/t09884-000
25943,10.1037/t71298-000
25944,10.1037/t20523-000
25945,10.1037/t16311-000
